Geracao;FitnessMelhor;FitnessMedia;DistanciaMelhor;Venceu
740;1837.00;1225.57;1627;False
741;1837.00;1175.20;1627;False
742;1837.00;1162.70;1627;False
743;1837.00;1162.78;1627;False
744;1837.00;1227.58;1627;False
745;1837.00;1172.15;1627;False
746;1837.00;1219.18;1627;False
747;1837.00;1173.42;1627;False
748;1837.00;1194.13;1627;False
749;1837.00;1211.90;1627;False
750;1837.00;1128.25;1627;False
751;1837.00;1215.13;1627;False
752;1837.00;1207.17;1627;False
753;1837.00;1120.77;1627;False
754;1837.00;1200.60;1627;False
755;1837.00;1240.37;1627;False
756;1837.00;1126.68;1627;False
757;1837.00;1194.53;1627;False
758;1837.00;1150.77;1627;False
759;1837.00;1115.95;1627;False
760;1837.00;1227.23;1627;False
761;1837.00;1208.03;1627;False
762;1837.00;1171.87;1627;False
763;1837.00;1204.52;1627;False
764;1837.00;1150.30;1627;False
765;1837.00;1128.33;1627;False
766;1837.00;1170.35;1627;False
767;1837.00;1216.07;1627;False
768;1837.00;1146.37;1627;False
769;1837.00;1241.67;1627;False
770;1837.00;1151.78;1627;False
771;1837.00;1145.28;1627;False
772;1837.00;1186.25;1627;False
773;1837.00;1186.25;1627;False
774;1837.00;1176.48;1627;False
775;1837.00;1180.28;1627;False
776;1837.00;1260.50;1627;False
777;1837.00;1207.67;1627;False
778;1837.00;1164.27;1627;False
779;1837.00;1185.77;1627;False
780;1837.00;1162.83;1627;False
781;1837.00;1215.08;1627;False
782;1837.00;1195.67;1627;False
783;1837.00;1070.62;1627;False
784;1837.00;1212.92;1627;False
785;1837.00;1186.38;1627;False
786;1837.00;1148.10;1627;False
787;1837.00;1136.02;1627;False
788;1837.00;1283.75;1627;False
789;1837.00;1151.98;1627;False
790;1837.00;1168.58;1627;False
791;1837.00;1146.60;1627;False
792;1837.00;1117.03;1627;False
793;1837.00;1228.62;1627;False
794;1837.00;1175.97;1627;False
795;1837.00;1148.48;1627;False
796;1837.00;1175.28;1627;False
797;1837.00;1168.67;1627;False
798;1837.00;1154.90;1627;False
799;1837.00;1196.98;1627;False
800;1837.00;1169.37;1627;False
801;1837.00;1124.07;1627;False
802;1837.00;1179.70;1627;False
803;1837.00;1204.50;1627;False
804;1837.00;1165.53;1627;False
805;1837.00;1195.48;1627;False
806;1837.00;1123.18;1627;False
807;1837.00;1205.70;1627;False
808;1837.00;1191.83;1627;False
809;1837.00;1140.40;1627;False
810;1837.00;1158.05;1627;False
811;1837.00;1253.53;1627;False
812;1837.00;1148.73;1627;False
813;1837.00;1183.68;1627;False
814;1837.00;1182.28;1627;False
815;1837.00;1220.50;1627;False
